INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
143535	0.996	atemporal	18
48474	0.997	atemporal	18
118877	0.997	atemporal	18
119711	0.997	atemporal	18
66202	0.997	atemporal	18
122319	0.997	atemporal	18
8789	0.998	atemporal	18
69270	0.996	atemporal	18
86237	0.998	atemporal	18
19043	0.998	atemporal	18
1078	0.997	atemporal	18
72481	1.0	temporal	18
89565	0.996	atemporal	18
13275	0.998	atemporal	18
21029	0.996	atemporal	18
14198	0.996	atemporal	18
42659	1.0	temporal	18
77280	0.996	atemporal	18
49394	0.998	atemporal	18
104048	1.0	temporal	18
54276	0.998	atemporal	18
105175	0.997	atemporal	18
50721	0.996	atemporal	18
19462	0.996	atemporal	18
76213	1.0	temporal	18
20873	0.998	atemporal	18
46236	1.0	temporal	18
88422	0.997	atemporal	18
84452	0.997	atemporal	18
44207	0.997	atemporal	18
61788	0.996	atemporal	18
68477	0.998	atemporal	18
91767	0.998	atemporal	18
14977	0.997	atemporal	18
108596	0.997	atemporal	18
77286	0.997	atemporal	18
117669	0.997	atemporal	18
5210	0.999	atemporal	18
94085	0.997	atemporal	18
105436	0.996	atemporal	18
60040	0.998	atemporal	18
128073	0.996	atemporal	18
6875	0.997	atemporal	18
88366	0.998	atemporal	18
11634	1.0	temporal	18
17063	1.0	temporal	18
134624	1.0	temporal	18
4326	0.996	atemporal	18
97517	0.996	atemporal	18
47319	1.0	temporal	18
81730	1.0	temporal	18
41448	0.997	atemporal	18
1887	0.997	atemporal	18
121009	1.0	temporal	18
113389	0.996	atemporal	18
69038	0.998	atemporal	18
64525	0.998	atemporal	18
10136	0.998	atemporal	18
48626	1.0	temporal	18
61605	0.996	atemporal	18
39229	0.998	atemporal	18
47246	1.0	temporal	18
108566	0.997	atemporal	18
37830	0.997	atemporal	18
131271	1.0	temporal	18
63039	1.0	temporal	18
27264	0.997	atemporal	18
42666	1.0	temporal	18
55845	0.997	atemporal	18
116344	0.997	atemporal	18
115916	1.0	temporal	18
24038	1.0	temporal	18
94150	0.999	atemporal	18
59366	1.0	temporal	18
43231	0.996	atemporal	18
72100	0.997	atemporal	18
51431	0.997	atemporal	18
64461	1.0	temporal	18
116434	0.998	atemporal	18
33019	0.997	atemporal	18
124802	0.997	atemporal	18
86668	0.997	atemporal	18
124132	0.996	atemporal	18
34461	1.0	temporal	18
81071	0.998	atemporal	18
47555	0.997	atemporal	18
94747	0.997	atemporal	18
13842	0.998	atemporal	18
68452	0.997	atemporal	18
101174	1.0	temporal	18
35772	0.998	atemporal	18
140372	1.0	temporal	18
55552	0.997	atemporal	18
76216	0.997	atemporal	18
88432	0.996	atemporal	18
92307	1.0	temporal	18
27853	0.998	atemporal	18
66327	0.997	atemporal	18
51510	0.997	atemporal	18
49174	0.997	atemporal	18
17412	0.998	atemporal	18
38750	0.997	atemporal	18
20478	0.996	atemporal	18
52007	0.997	atemporal	18
67803	0.997	atemporal	18
74853	0.996	atemporal	18
13824	0.997	atemporal	18
37768	0.997	atemporal	18
64607	0.996	atemporal	18
110753	1.0	temporal	18
4990	1.0	temporal	18
72091	0.996	atemporal	18
22869	1.0	temporal	18
46302	0.996	atemporal	18
104990	0.996	atemporal	18
27873	0.998	atemporal	18
130543	0.996	atemporal	18
75302	0.997	atemporal	18
114998	0.997	atemporal	18
135816	0.996	atemporal	18
94477	0.997	atemporal	18
19101	0.997	atemporal	18
101919	0.997	atemporal	18
123117	0.997	atemporal	18
81405	0.998	atemporal	18
93183	1.0	temporal	18
3826	0.998	atemporal	18
27803	0.996	atemporal	18
130890	0.997	atemporal	18
29525	1.0	temporal	18
78841	0.997	atemporal	18
67056	0.997	atemporal	18
16388	0.998	atemporal	18
104735	0.998	atemporal	18
102926	0.996	atemporal	18
44761	0.997	atemporal	18
134776	0.997	atemporal	18
40692	1.0	temporal	18
60	1.0	temporal	18
108267	0.997	atemporal	18
138187	0.997	atemporal	18
43884	1.0	temporal	18
98489	0.997	atemporal	18
11160	0.996	atemporal	18
72254	0.998	atemporal	18
82571	0.997	atemporal	18
119559	0.997	atemporal	18
47720	0.997	atemporal	18
60316	1.0	temporal	18
41485	0.996	atemporal	18
105077	0.999	atemporal	18
77435	1.0	temporal	18
121382	1.0	temporal	18
59220	1.0	temporal	18
4471	0.996	atemporal	18
116111	0.997	atemporal	18
130203	0.996	atemporal	18
107637	0.996	atemporal	18
22212	0.997	atemporal	18
97092	0.997	atemporal	18
16833	1.0	temporal	18
5784	1.0	temporal	18
115754	0.998	atemporal	18
127010	0.997	atemporal	18
139727	0.996	atemporal	18
23569	1.0	temporal	18
37967	0.999	atemporal	18
82052	0.997	atemporal	18
36469	1.0	temporal	18
36708	0.998	atemporal	18
119340	0.998	atemporal	18
106573	0.997	atemporal	18
25482	0.997	atemporal	18
65885	1.0	temporal	18
44734	0.997	atemporal	18
140403	1.0	temporal	18
78525	1.0	temporal	18
79981	0.998	atemporal	18
73538	0.998	atemporal	18
136	0.996	atemporal	18
123172	1.0	temporal	18
134382	0.996	atemporal	18
15625	0.996	atemporal	18
63997	1.0	temporal	18
47239	0.998	atemporal	18
43528	0.996	atemporal	18
118940	0.998	atemporal	18
29735	1.0	temporal	18
29645	0.997	atemporal	18
58527	0.996	atemporal	18
116328	0.997	atemporal	18
37199	1.0	temporal	18
92097	0.997	atemporal	18
57910	0.998	atemporal	18
21451	0.996	atemporal	18
125259	0.997	atemporal	18
137620	0.997	atemporal	18
116184	0.998	atemporal	18
69539	0.997	atemporal	18
64220	0.997	atemporal	18
74311	0.996	atemporal	18
47726	0.997	atemporal	18
44232	0.996	atemporal	18
132029	0.997	atemporal	18
16487	1.0	temporal	18
56428	0.997	atemporal	18
56921	1.0	temporal	18
18892	0.996	atemporal	18
104184	1.0	temporal	18
99280	1.0	temporal	18
29512	0.998	atemporal	18
140378	0.996	atemporal	18
32453	0.998	atemporal	18
117320	0.998	atemporal	18
1755	0.998	atemporal	18
75421	0.998	atemporal	18
81006	0.996	atemporal	18
35055	0.997	atemporal	18
53077	0.997	atemporal	18
45226	0.996	atemporal	18
22863	1.0	temporal	18
101387	1.0	temporal	18
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
73149	0.996	atemporal	19
140423	1.0	temporal	19
51801	0.997	atemporal	19
43794	1.0	temporal	19
19144	0.998	atemporal	19
67131	0.995	atemporal	19
23306	0.996	atemporal	19
69607	0.995	atemporal	19
68023	1.0	temporal	19
17327	0.995	atemporal	19
36153	0.996	atemporal	19
124164	0.999	atemporal	19
40857	0.999	atemporal	19
42782	0.997	atemporal	19
78923	0.996	atemporal	19
16730	0.996	atemporal	19
56481	0.994	atemporal	19
46066	1.0	temporal	19
119372	0.995	atemporal	19
76409	0.996	atemporal	19
102409	0.994	atemporal	19
87929	1.0	temporal	19
120374	0.997	atemporal	19
120612	0.999	atemporal	19
15335	1.0	temporal	19
42817	0.995	atemporal	19
66115	0.996	atemporal	19
76264	0.995	atemporal	19
92568	0.994	atemporal	19
86655	1.0	temporal	19
99870	1.0	temporal	19
42365	1.0	temporal	19
62818	0.995	atemporal	19
88832	1.0	temporal	19
140938	0.997	atemporal	19
108658	0.994	atemporal	19
89791	0.995	atemporal	19
44163	0.996	atemporal	19
102932	0.994	atemporal	19
111213	1.0	temporal	19
138582	0.996	atemporal	19
140290	0.997	atemporal	19
38322	0.997	atemporal	19
41815	1.0	temporal	19
32311	0.997	atemporal	19
49105	0.996	atemporal	19
44642	1.0	temporal	19
143418	0.995	atemporal	19
24549	0.998	atemporal	19
59141	0.995	atemporal	19
81063	1.0	temporal	19
112356	0.998	atemporal	19
2917	0.995	atemporal	19
38963	0.996	atemporal	19
73730	0.994	atemporal	19
68250	0.995	atemporal	19
112872	0.995	atemporal	19
5242	0.999	atemporal	19
74693	0.994	atemporal	19
94538	0.996	atemporal	19
61026	0.995	atemporal	19
141371	1.0	temporal	19
38816	0.995	atemporal	19
71928	1.0	temporal	19
72337	1.0	temporal	19
96273	1.0	temporal	19
37000	0.994	atemporal	19
133406	1.0	temporal	19
101496	0.994	atemporal	19
11301	0.996	atemporal	19
137476	1.0	temporal	19
143288	0.995	atemporal	19
96796	0.996	atemporal	19
23709	0.996	atemporal	19
135174	0.994	atemporal	19
29200	0.995	atemporal	19
131493	1.0	temporal	19
55448	0.994	atemporal	19
103492	0.996	atemporal	19
140852	0.996	atemporal	19
5870	0.996	atemporal	19
86377	1.0	temporal	19
123120	1.0	temporal	19
45494	0.996	atemporal	19
30705	0.998	atemporal	19
98565	0.994	atemporal	19
4096	0.995	atemporal	19
10987	0.995	atemporal	19
95477	0.995	atemporal	19
132631	0.996	atemporal	19
101021	0.998	atemporal	19
106562	0.995	atemporal	19
128348	0.994	atemporal	19
103602	0.995	atemporal	19
60033	1.0	temporal	19
23277	0.996	atemporal	19
61059	0.997	atemporal	19
94289	0.997	atemporal	19
20113	0.995	atemporal	19
81200	0.995	atemporal	19
56077	1.0	temporal	19
10853	0.996	atemporal	19
46717	0.996	atemporal	19
139410	0.996	atemporal	19
40519	0.996	atemporal	19
33232	0.997	atemporal	19
129774	0.997	atemporal	19
126793	0.996	atemporal	19
131228	0.997	atemporal	19
5044	0.994	atemporal	19
13743	0.995	atemporal	19
134154	0.995	atemporal	19
88656	0.996	atemporal	19
139543	1.0	temporal	19
52523	0.996	atemporal	19
38050	0.996	atemporal	19
49438	0.994	atemporal	19
118251	0.995	atemporal	19
56799	0.998	atemporal	19
50325	0.995	atemporal	19
5397	0.996	atemporal	19
48633	0.997	atemporal	19
94180	0.996	atemporal	19
30707	0.995	atemporal	19
61334	1.0	temporal	19
18300	0.999	atemporal	19
57763	1.0	temporal	19
33505	0.994	atemporal	19
54431	0.994	atemporal	19
106114	0.996	atemporal	19
123761	0.994	atemporal	19
47876	0.995	atemporal	19
19761	0.997	atemporal	19
16630	0.996	atemporal	19
125449	0.997	atemporal	19
85852	0.996	atemporal	19
25133	0.995	atemporal	19
132158	0.996	atemporal	19
28160	0.996	atemporal	19
5619	0.995	atemporal	19
89058	1.0	temporal	19
84779	0.997	atemporal	19
89752	0.995	atemporal	19
20681	0.994	atemporal	19
33426	0.996	atemporal	19
15264	0.994	atemporal	19
46463	0.996	atemporal	19
96501	0.996	atemporal	19
130248	0.995	atemporal	19
109124	1.0	temporal	19
119556	0.996	atemporal	19
114375	0.994	atemporal	19
45621	0.995	atemporal	19
24098	0.996	atemporal	19
70506	0.995	atemporal	19
59079	0.995	atemporal	19
97269	0.996	atemporal	19
88781	1.0	temporal	19
58593	0.994	atemporal	19
64305	0.994	atemporal	19
35760	0.994	atemporal	19
22012	0.997	atemporal	19
20989	0.996	atemporal	19
90941	0.994	atemporal	19
94480	0.997	atemporal	19
18633	0.995	atemporal	19
80034	0.997	atemporal	19
42706	0.995	atemporal	19
47182	0.994	atemporal	19
9068	0.995	atemporal	19
60932	0.994	atemporal	19
105623	0.995	atemporal	19
106513	1.0	temporal	19
132898	1.0	temporal	19
52984	0.995	atemporal	19
11599	0.994	atemporal	19
74453	0.995	atemporal	19
74106	0.996	atemporal	19
20449	1.0	temporal	19
105758	0.996	atemporal	19
115999	1.0	temporal	19
118492	0.995	atemporal	19
34476	0.995	atemporal	19
134674	0.995	atemporal	19
137865	0.995	atemporal	19
53183	0.995	atemporal	19
77354	0.996	atemporal	19
96321	0.994	atemporal	19
29611	0.995	atemporal	19
25571	0.995	atemporal	19
40858	0.996	atemporal	19
82884	0.995	atemporal	19
105996	0.997	atemporal	19
49838	1.0	temporal	19
140337	0.995	atemporal	19
135132	0.996	atemporal	19
21001	0.999	atemporal	19
68655	1.0	temporal	19
123907	0.994	atemporal	19
69085	0.996	atemporal	19
41107	1.0	temporal	19
48723	0.996	atemporal	19
117120	1.0	temporal	19
117870	0.998	atemporal	19
5713	0.996	atemporal	19
26625	0.996	atemporal	19
39784	0.998	atemporal	19
3520	0.995	atemporal	19
91006	0.995	atemporal	19
89152	1.0	temporal	19
14926	1.0	temporal	19
128793	0.997	atemporal	19
31145	1.0	temporal	19
126025	1.0	temporal	19
93077	0.994	atemporal	19
32972	0.996	atemporal	19
37546	0.996	atemporal	19
140042	0.999	atemporal	19
122101	1.0	temporal	19
84680	0.995	atemporal	19
58752	0.996	atemporal	19
142155	1.0	temporal	19
34388	0.997	atemporal	19
71851	1.0	temporal	19
18227	1.0	temporal	19
28083	0.994	atemporal	19
114131	1.0	temporal	19
127683	0.997	atemporal	19
16881	0.996	atemporal	19
110617	0.996	atemporal	19
111632	0.995	atemporal	19
132411	0.997	atemporal	19
123735	1.0	temporal	19
106915	0.994	atemporal	19
98623	0.994	atemporal	19
10697	0.995	atemporal	19
9945	0.995	atemporal	19
133417	1.0	temporal	19
88763	0.997	atemporal	19
13928	0.995	atemporal	19
19361	0.998	atemporal	19
42937	0.995	atemporal	19
8576	0.994	atemporal	19
118806	0.996	atemporal	19
44623	0.997	atemporal	19
39539	1.0	temporal	19
88262	0.995	atemporal	19
24625	1.0	temporal	19
100194	0.997	atemporal	19
132842	0.996	atemporal	19
51739	0.996	atemporal	19
33827	0.995	atemporal	19
57586	1.0	temporal	19
94403	1.0	temporal	19
23753	0.998	atemporal	19
41683	0.995	atemporal	19
19676	0.995	atemporal	19
4012	0.995	atemporal	19
19448	0.997	atemporal	19
31863	0.997	atemporal	19
2200	0.997	atemporal	19
52234	0.997	atemporal	19
32658	1.0	temporal	19
27016	0.994	atemporal	19
53954	0.997	atemporal	19
81014	0.995	atemporal	19
102498	0.996	atemporal	19
18667	0.995	atemporal	19
81819	0.995	atemporal	19
62172	0.997	atemporal	19
11353	1.0	temporal	19
14864	1.0	temporal	19
82651	0.994	atemporal	19
46190	0.995	atemporal	19
118109	0.998	atemporal	19
88506	0.995	atemporal	19
5674	0.994	atemporal	19
25870	0.994	atemporal	19
126403	0.995	atemporal	19
87700	1.0	temporal	19
99404	0.997	atemporal	19
84583	0.996	atemporal	19
119236	0.996	atemporal	19
56271	1.0	temporal	19
45628	0.998	atemporal	19
121912	0.997	atemporal	19
89113	0.994	atemporal	19
43436	0.996	atemporal	19
36561	0.995	atemporal	19
110588	0.994	atemporal	19
141361	0.995	atemporal	19
109773	0.997	atemporal	19
103152	0.994	atemporal	19
54789	0.996	atemporal	19
133843	0.994	atemporal	19
129669	0.995	atemporal	19
115001	0.996	atemporal	19
76446	1.0	temporal	19
119697	0.996	atemporal	19
24861	1.0	temporal	19
75396	0.994	atemporal	19
62608	0.995	atemporal	19
110597	0.996	atemporal	19
67293	1.0	temporal	19
125481	1.0	temporal	19
101380	0.998	atemporal	19
65133	0.995	atemporal	19
72872	0.995	atemporal	19
39921	0.994	atemporal	19
46636	0.996	atemporal	19
49484	0.995	atemporal	19
85854	0.995	atemporal	19
36081	1.0	temporal	19
95389	0.994	atemporal	19
106549	0.995	atemporal	19
69647	0.995	atemporal	19
86386	0.997	atemporal	19
15027	0.996	atemporal	19
64681	0.997	atemporal	19
71880	0.997	atemporal	19
132646	0.994	atemporal	19
36971	0.995	atemporal	19
102015	1.0	temporal	19
44760	0.994	atemporal	19
142879	0.995	atemporal	19
84942	1.0	temporal	19
143013	0.994	atemporal	19
141109	0.995	atemporal	19
52235	0.996	atemporal	19
121380	0.994	atemporal	19
119743	0.995	atemporal	19
33013	0.995	atemporal	19
79879	0.998	atemporal	19
139050	0.996	atemporal	19
1738	0.997	atemporal	19
118260	0.997	atemporal	19
85869	0.997	atemporal	19
95935	0.996	atemporal	19
129480	0.997	atemporal	19
141132	1.0	temporal	19
17069	0.995	atemporal	19
49216	0.995	atemporal	19
40767	0.995	atemporal	19
32295	0.996	atemporal	19
67641	0.996	atemporal	19
15515	0.996	atemporal	19
81289	0.994	atemporal	19
89479	0.998	atemporal	19
21587	0.995	atemporal	19
137814	0.995	atemporal	19
113099	0.995	atemporal	19
17661	0.995	atemporal	19
88092	0.995	atemporal	19
52971	0.994	atemporal	19
96121	0.996	atemporal	19
44250	0.996	atemporal	19
81735	0.995	atemporal	19
54547	0.998	atemporal	19
113188	0.995	atemporal	19
31891	0.995	atemporal	19
17436	0.997	atemporal	19
89121	0.994	atemporal	19
73159	1.0	temporal	19
79764	0.995	atemporal	19
63603	0.998	atemporal	19
70958	0.997	atemporal	19
103549	0.996	atemporal	19
139010	0.996	atemporal	19
28628	1.0	temporal	19
44252	1.0	temporal	19
141518	0.997	atemporal	19
11719	0.996	atemporal	19
65660	0.995	atemporal	19
96144	0.997	atemporal	19
64352	0.998	atemporal	19
57802	0.997	atemporal	19
20425	1.0	temporal	19
107951	1.0	temporal	19
6380	0.996	atemporal	19
15214	0.996	atemporal	19
52312	1.0	temporal	19
34883	0.994	atemporal	19
33263	1.0	temporal	19
55378	0.994	atemporal	19
113297	0.997	atemporal	19
127741	1.0	temporal	19
23427	0.997	atemporal	19
130234	0.995	atemporal	19
116525	0.998	atemporal	19
59568	0.996	atemporal	19
81026	1.0	temporal	19
139184	0.994	atemporal	19
137877	1.0	temporal	19
32620	0.995	atemporal	19
86201	0.999	atemporal	19
23613	0.996	atemporal	19
112879	0.998	atemporal	19
106388	0.995	atemporal	19
105764	0.996	atemporal	19
142104	0.997	atemporal	19
64185	0.996	atemporal	19
87029	0.997	atemporal	19
69558	0.996	atemporal	19
10575	1.0	temporal	19
125434	0.999	atemporal	19
97958	0.996	atemporal	19
113270	1.0	temporal	19
142631	0.995	atemporal	19
87083	0.996	atemporal	19
83976	0.995	atemporal	19
118443	0.995	atemporal	19
35313	0.995	atemporal	19
47558	0.997	atemporal	19
63022	0.998	atemporal	19
89494	0.994	atemporal	19
23459	1.0	temporal	19
142322	0.995	atemporal	19
128110	0.994	atemporal	19
107517	0.995	atemporal	19
9559	0.996	atemporal	19
55201	0.994	atemporal	19
32683	0.995	atemporal	19
56723	0.998	atemporal	19
31973	1.0	temporal	19
81251	0.994	atemporal	19
60338	0.995	atemporal	19
98289	0.996	atemporal	19
95032	1.0	temporal	19
18414	0.997	atemporal	19
68122	0.995	atemporal	19
111593	0.995	atemporal	19
16287	0.998	atemporal	19
77030	1.0	temporal	19
82008	1.0	temporal	19
66522	1.0	temporal	19
137675	0.997	atemporal	19
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1437	0.997	atemporal	20
117130	0.998	atemporal	20
61781	0.997	atemporal	20
127102	0.995	atemporal	20
125102	0.995	atemporal	20
3864	0.995	atemporal	20
77314	0.996	atemporal	20
46233	0.994	atemporal	20
76792	0.994	atemporal	20
31271	0.996	atemporal	20
33911	0.997	atemporal	20
48486	1.0	temporal	20
88777	0.999	atemporal	20
8660	0.996	atemporal	20
32517	0.997	atemporal	20
72762	0.995	atemporal	20
108978	0.995	atemporal	20
97722	0.995	atemporal	20
98193	1.0	temporal	20
112826	0.995	atemporal	20
47169	0.996	atemporal	20
17675	1.0	temporal	20
86948	1.0	temporal	20
27125	0.998	atemporal	20
95190	0.996	atemporal	20
56924	0.995	atemporal	20
55547	0.996	atemporal	20
26181	0.994	atemporal	20
50855	1.0	temporal	20
143700	0.996	atemporal	20
105459	1.0	temporal	20
45025	0.996	atemporal	20
119642	0.997	atemporal	20
83061	0.995	atemporal	20
74613	0.994	atemporal	20
8704	0.997	atemporal	20
61360	0.996	atemporal	20
24424	0.994	atemporal	20
47989	0.994	atemporal	20
52414	0.998	atemporal	20
2438	0.996	atemporal	20
92052	0.997	atemporal	20
11318	0.995	atemporal	20
120240	1.0	temporal	20
58203	0.998	atemporal	20
116204	0.995	atemporal	20
29039	1.0	temporal	20
47918	0.995	atemporal	20
28367	0.996	atemporal	20
78764	0.995	atemporal	20
8336	0.995	atemporal	20
130577	0.995	atemporal	20
128694	0.997	atemporal	20
22767	0.995	atemporal	20
69582	0.998	atemporal	20
25447	0.995	atemporal	20
86326	0.997	atemporal	20
133011	1.0	temporal	20
22372	0.996	atemporal	20
70035	0.994	atemporal	20
85328	0.995	atemporal	20
110478	1.0	temporal	20
72772	0.995	atemporal	20
3888	0.998	atemporal	20
34527	1.0	temporal	20
77114	0.995	atemporal	20
50467	0.997	atemporal	20
32823	0.996	atemporal	20
63645	0.998	atemporal	20
143571	1.0	temporal	20
45091	0.997	atemporal	20
30674	0.996	atemporal	20
63267	0.995	atemporal	20
7421	0.997	atemporal	20
78679	1.0	temporal	20
140816	1.0	temporal	20
19482	0.998	atemporal	20
93729	0.994	atemporal	20
143429	0.997	atemporal	20
120995	0.996	atemporal	20
119497	0.997	atemporal	20
59771	0.994	atemporal	20
103809	0.994	atemporal	20
48350	0.996	atemporal	20
137980	0.995	atemporal	20
67439	1.0	temporal	20
123560	1.0	temporal	20
142237	0.995	atemporal	20
22537	0.996	atemporal	20
51543	1.0	temporal	20
80164	0.997	atemporal	20
126462	0.994	atemporal	20
35882	0.994	atemporal	20
4200	0.994	atemporal	20
100151	0.995	atemporal	20
47198	0.997	atemporal	20
22361	0.997	atemporal	20
67825	1.0	temporal	20
87427	0.997	atemporal	20
20833	0.997	atemporal	20
14467	0.996	atemporal	20
46191	0.995	atemporal	20
26967	0.994	atemporal	20
53497	0.998	atemporal	20
12672	0.994	atemporal	20
123564	0.994	atemporal	20
36685	0.996	atemporal	20
92214	0.994	atemporal	20
132956	0.996	atemporal	20
96292	0.995	atemporal	20
2869	0.995	atemporal	20
20788	0.995	atemporal	20
483	0.997	atemporal	20
35162	0.996	atemporal	20
105523	1.0	temporal	20
27023	0.994	atemporal	20
53375	0.994	atemporal	20
126339	0.998	atemporal	20
75305	0.995	atemporal	20
32003	0.996	atemporal	20
7888	0.994	atemporal	20
98736	0.997	atemporal	20
96742	0.997	atemporal	20
66864	0.997	atemporal	20
116273	0.994	atemporal	20
76575	0.994	atemporal	20
130947	0.996	atemporal	20
53072	0.995	atemporal	20
107365	1.0	temporal	20
102218	1.0	temporal	20
128598	1.0	temporal	20
105679	0.995	atemporal	20
112759	0.995	atemporal	20
120449	0.997	atemporal	20
52545	0.997	atemporal	20
101260	0.995	atemporal	20
57880	0.994	atemporal	20
14912	0.994	atemporal	20
134280	0.995	atemporal	20
114446	0.994	atemporal	20
68322	1.0	temporal	20
122165	0.994	atemporal	20
40495	0.994	atemporal	20
53805	0.994	atemporal	20
24359	1.0	temporal	20
35204	0.995	atemporal	20
112772	0.998	atemporal	20
109953	0.994	atemporal	20
139686	0.995	atemporal	20
136645	0.995	atemporal	20
122949	0.996	atemporal	20
73373	0.995	atemporal	20
95957	0.995	atemporal	20
129143	0.996	atemporal	20
39357	0.996	atemporal	20
70832	0.994	atemporal	20
82158	0.995	atemporal	20
134435	0.995	atemporal	20
29806	0.995	atemporal	20
80813	1.0	temporal	20
121679	1.0	temporal	20
127829	1.0	temporal	20
93556	0.997	atemporal	20
56341	1.0	temporal	20
89754	0.994	atemporal	20
136077	0.997	atemporal	20
68815	0.994	atemporal	20
21591	0.995	atemporal	20
107688	0.995	atemporal	20
42806	0.995	atemporal	20
72659	1.0	temporal	20
59533	0.996	atemporal	20
72889	1.0	temporal	20
10831	0.997	atemporal	20
107836	0.996	atemporal	20
15915	1.0	temporal	20
59727	0.997	atemporal	20
133471	0.996	atemporal	20
65057	0.996	atemporal	20
73652	0.996	atemporal	20
31000	1.0	temporal	20
47916	0.998	atemporal	20
82832	1.0	temporal	20
128663	1.0	temporal	20
6821	0.996	atemporal	20
34214	0.994	atemporal	20
83020	0.996	atemporal	20
60012	0.995	atemporal	20
46069	0.995	atemporal	20
59037	0.994	atemporal	20
3791	0.995	atemporal	20
128274	0.994	atemporal	20
894	0.998	atemporal	20
565	0.994	atemporal	20
73059	0.995	atemporal	20
7182	0.994	atemporal	20
11284	0.995	atemporal	20
84786	0.996	atemporal	20
129799	0.995	atemporal	20
86658	0.994	atemporal	20
23585	0.997	atemporal	20
19196	0.996	atemporal	20
114534	0.994	atemporal	20
122998	0.995	atemporal	20
75246	0.997	atemporal	20
38044	0.995	atemporal	20
87171	0.997	atemporal	20
36932	0.995	atemporal	20
60876	0.996	atemporal	20
87361	0.995	atemporal	20
141462	0.995	atemporal	20
592	0.995	atemporal	20
84582	0.996	atemporal	20
130516	0.994	atemporal	20
18735	0.998	atemporal	20
77845	0.997	atemporal	20
115024	0.995	atemporal	20
138536	1.0	temporal	20
132256	0.995	atemporal	20
3911	0.995	atemporal	20
26170	0.994	atemporal	20
29397	0.995	atemporal	20
47757	0.998	atemporal	20
75928	0.997	atemporal	20
121200	0.996	atemporal	20
34867	0.994	atemporal	20
66253	0.995	atemporal	20
42485	0.994	atemporal	20
71874	0.994	atemporal	20
60289	0.996	atemporal	20
111095	1.0	temporal	20
38876	0.994	atemporal	20
132897	0.994	atemporal	20
58351	1.0	temporal	20
137447	0.996	atemporal	20
71923	0.994	atemporal	20
85774	1.0	temporal	20
79334	0.995	atemporal	20
30765	1.0	temporal	20
88060	0.995	atemporal	20
94632	1.0	temporal	20
69048	0.994	atemporal	20
2480	0.994	atemporal	20
48652	0.995	atemporal	20
85354	0.995	atemporal	20
9705	0.996	atemporal	20
48991	1.0	temporal	20
93853	0.998	atemporal	20
92351	0.995	atemporal	20
101665	0.994	atemporal	20
140771	0.997	atemporal	20
104422	0.996	atemporal	20
117335	0.994	atemporal	20
106859	0.995	atemporal	20
109569	0.996	atemporal	20
111371	0.997	atemporal	20
92332	0.994	atemporal	20
70591	0.994	atemporal	20
42214	0.995	atemporal	20
35561	0.998	atemporal	20
28370	0.996	atemporal	20
25238	1.0	temporal	20
8430	1.0	temporal	20
8190	0.997	atemporal	20
88160	0.997	atemporal	20
35061	0.995	atemporal	20
1292	0.997	atemporal	20
109004	0.996	atemporal	20
7966	0.995	atemporal	20
39944	0.995	atemporal	20
46425	0.995	atemporal	20
19277	0.997	atemporal	20
27757	0.997	atemporal	20
44231	0.999	atemporal	20
48198	0.995	atemporal	20
87759	0.996	atemporal	20
1380	0.994	atemporal	20
112699	1.0	temporal	20
20626	0.994	atemporal	20
76788	0.994	atemporal	20
29654	0.996	atemporal	20
80321	0.996	atemporal	20
53122	0.994	atemporal	20
105335	0.995	atemporal	20
105937	0.994	atemporal	20
113265	1.0	temporal	20
35451	1.0	temporal	20
10352	0.996	atemporal	20
126304	0.995	atemporal	20
143557	0.994	atemporal	20
64280	0.996	atemporal	20
28505	0.996	atemporal	20
38310	0.995	atemporal	20
61478	0.996	atemporal	20
20153	0.998	atemporal	20
104888	0.998	atemporal	20
73501	0.998	atemporal	20
130733	0.995	atemporal	20
79741	0.994	atemporal	20
130364	1.0	temporal	20
106644	0.996	atemporal	20
57420	1.0	temporal	20
111461	0.995	atemporal	20
81700	0.997	atemporal	20
48298	0.998	atemporal	20
51920	0.997	atemporal	20
1087	0.996	atemporal	20
42181	1.0	temporal	20
42458	0.996	atemporal	20
9427	0.996	atemporal	20
87492	0.994	atemporal	20
36155	1.0	temporal	20
120092	0.997	atemporal	20
46574	0.997	atemporal	20
20913	0.996	atemporal	20
80497	0.996	atemporal	20
90283	1.0	temporal	20
7404	0.998	atemporal	20
85631	0.997	atemporal	20
125341	0.999	atemporal	20
41129	0.996	atemporal	20
62408	1.0	temporal	20
139564	1.0	temporal	20
101798	0.997	atemporal	20
120384	0.994	atemporal	20
44277	0.996	atemporal	20
89170	0.997	atemporal	20
55268	0.994	atemporal	20
90077	0.997	atemporal	20
62999	1.0	temporal	20
19057	0.994	atemporal	20
114076	0.995	atemporal	20
26070	0.994	atemporal	20
123576	0.996	atemporal	20
129682	0.995	atemporal	20
89699	1.0	temporal	20
59775	0.998	atemporal	20
102166	0.996	atemporal	20
110066	0.994	atemporal	20
140709	0.997	atemporal	20
78928	0.996	atemporal	20
122511	0.994	atemporal	20
11817	1.0	temporal	20
131944	0.995	atemporal	20
42012	0.995	atemporal	20
40353	1.0	temporal	20
131907	0.995	atemporal	20
74037	0.996	atemporal	20
62418	0.995	atemporal	20
