Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
18580	चिल्लाना	VERB	2	विपत्ति आदि के समय या ऐसे ही जोर से बोलना या आवाज करना 	neutral	0.997	##
6168	गूदा	NOUN	1	कपाल के भीतर केंद्रीय तंत्रिकातंत्र का वह भाग जो एक बड़ा कोमल पिंड होता है तथा अग्रमस्तिष्क, मध्यमस्तिष्क एवं पश्चमस्तिष्क से मिलकर बना होता है 	neutral	0.997	##
2674	न्यायिक	ADJECTIVE	1	जो न्याय से संबंधित हो 	present	0.397	##
878	काल	NOUN	1	मिनटों, घंटों, वर्षों आदि में नापी जाने वाली दूरी या गति जिससे भूत, वर्तमान आदि का बोध होता है 	neutral	0.997	##
1628	कुंद	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
5036	गृह्य	ADJECTIVE	1	जो घर या आवास से संबंधित हो 	present	0.394	##
28651	उत्तरी_पच्छिमी	ADJECTIVE	1	उत्तर-पश्चिम का या उत्तर-पश्चिम से संबंधित 	present	0.384	##
28097	जैनी	ADJECTIVE	1	जैन धर्म का या जैन धर्म से संबंधित 	present	0.385	##
2975	आद्य_शेष	NOUN	1	हिसाब में वह धन जो पहले रोकड़-बाकी के रूप में रहा हो और अब नए खाते या पृष्ठ में गया हो 	present	0.381	##
7073	ईदुलज़ुहा	NOUN	1	मुसलमानों का एक त्योहार जो जिलहिल मास की दसवीं तारीख को होता है 	neutral	0.997	##
8381	अंचलीय	ADJECTIVE	1	उस स्थान का या उस स्थान से संबंधित 	present	0.383	##
1578	मांस	NOUN	2	शरीर में हड्डियों और चमड़े के बीच का मुलायम और लचीला पदार्थ 	neutral	0.997	##
37413	बटु	NOUN	1	उपनयन संस्कार योग्य होने के बाद से समावर्तन-संस्कार की उम्र तक का लड़का 	past	0.344	##
858	पुरुष	NOUN	2	व्याकरण में सर्वनामों का वह भेद जिससे यह जाना जाता है कि सर्वनाम का प्रयोग वक्ता के लिए हुआ है या श्रोता या संबोध्य या किसी और के लिए 	neutral	0.997	##
7594	मानचित्र	NOUN	1	पृथ्वी या खगोल के किसी भाग की स्थिति आदि के विचार से बनाया हुआ उसका सूचक वह चित्र जिसमें देश, नगर, नदी, पहाड़ आदि दिखाए गए हों 	neutral	0.997	##
2025	अन्धिका	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
7275	मेघदीप	NOUN	1	आकाश में सहसा क्षण भर के लिए दिखाई देने वाला वह प्रकाश जो बादलों में वातावरण की विद्युत शक्ति के संचार के कारण होता है 	neutral	0.997	##
6844	शक्रदैवत	NOUN	1	वह काल जब चंद्रमा ज्येष्ठा नक्षत्र में होता है 	neutral	0.997	##
8482	अगहन	NOUN	1	कार्तिक के बाद और पौष के पहले का महीना जो अंग्रेजी महीने के नवम्बर और दिसम्बर के बीच में आता है 	past	0.423	##
1348	अभिमत	ADJECTIVE	1	जिसकी इच्छा की गई हो 	present	0.376	##
838	जन्मोत्सव	NOUN	1	किसी प्रसिद्ध व्यक्ति के जन्म लेने का दिन जो प्रायः उत्सव के रूप में मनाया जाता है 	neutral	0.997	##
2325	दृग	NOUN	1	वह इंद्रिय जिससे प्राणियों को रूप, वर्ण, विस्तार तथा आकार का ज्ञान होता है 	future	0.42	##
3529	सूँड़	NOUN	1	हाथी का वह अगला लम्बा अंग जो प्रायः जमीन तक लटकता रहता है और जो उसकी नाक होता है 	neutral	0.997	##
8640	कालवाची	ADJECTIVE	1	समय का ज्ञान कराने वाला 	future	0.389	##
8640	कालवाचक	ADJECTIVE	1	समय का ज्ञान कराने वाला 	future	0.389	##
6733	पूर्वा-फाल्गुनी_नक्षत्र	NOUN	1	वह समय जब चन्द्रमा पूर्वा-फाल्गुनी नक्षत्र में होता है 	neutral	0.997	##
27053	पुलिंग	NOUN	1	व्याकरण में वह लिंग जिससे शब्दों के पुरुष होने का पता चले 	present	0.354	##
18683	मरहठी	ADJECTIVE	1	महाराष्ट्र का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
4132	द्विपास्य	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
782	पुष्य	NOUN	2	वह समय जब चंद्रमा पुष्य नक्षत्र में होता है 	neutral	0.997	##
1748	सौम्यवासर	NOUN	1	सात वारों में से एक जो मंगलवार के बाद और गुरुवार के पहले होता है 	past	0.404	##
3888	उष्मा	NOUN	1	वह प्राकृतिक, विद्युत या अग्नि से उत्पन्न होने वाली शक्ति जिसके प्रभाव से चीज़ें गर्म होकर पिघलने या भाप के रूप में हो जाती हैं और जिसका अनुभव गर्मी या जलन के रूप में होता है 	neutral	0.998	##
1858	चोर_दरवाज़ा	NOUN	1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है 	neutral	0.997	##
36004	मानसिक_असंतुलन	NOUN	1	मन का असंतुलन या वह अवस्था जिसमें दिमाग ठीक से काम नहीं करता और जिसके चलते आदमी आदि के द्वारा उलटा-पुलटा काम होता है 	neutral	0.997	##
30974	विषववृत्तीय	ADJECTIVE	1	भूमध्यरेखा का या भूमध्यरेखा से संबंधित 	present	0.373	##
10004	लोकसेवा_आयोग	NOUN	1	राज्य द्वारा नियुक्त कुछ व्यक्तियों का वह आयोग या समिति जिसके जिम्मे लोकसेवा संबंधी पदों पर नियुक्त करने के लिए प्रार्थियों में से उपयुक्त व्यक्ति चुनने का काम होता है 	neutral	0.997	##
9144	फासला	NOUN	1	दो वस्तुओं या बिंदुओं के बीच का स्थान या माप 	neutral	0.997	##
4880	कपोल	NOUN	1	मुँह के दोनों ओर हड्डी और कनपटी के बीच का कोमल भाग 	neutral	0.997	##
33396	खानगी	ADJECTIVE	1	घर का या घर से संबंधित 	present	0.384	##
1683	नखी	NOUN	3	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
35793	मारफत	NOUN	2	उर्दू कविता का वह प्रकार जिसमें साधारण रूप में तो लौकिक प्रेम का उल्लेख होता है परन्तु ध्वनि या श्लेष में वस्तुतः ईश्वर के प्रति प्रेम प्रकट होता है 	neutral	0.997	##
198	देसावरी	ADJECTIVE	2	जो दूसरे देश से संबंधित हो या दूसरे देश का हो 	present	0.355	##
26833	चारपहिया	ADJECTIVE	1	चार पहिए का या चार पहिए से संबंधित 	present	0.385	##
1858	चोरद्वार	NOUN	1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है 	neutral	0.997	##
605	रुख़	NOUN	6	किसी वस्तु आदि के सामने का या अग्र भाग या वह भाग जिधर से उसका उपयोग हो 	future	0.435	##
39387	काँस्य_काल	NOUN	1	पुरातत्त्व में पाषाण तथा लौह युग के बीच का प्रागैतिहासिक काल जिसमें काँसे का उत्पादन एवं उससे बने उपकरणों और हथियारों का उपयोग होता था 	neutral	0.997	##
8656	कुदिन	NOUN	1	वह दिन या समय जिसमें कष्ट देनेवाली घटनाएँ हों 	present	0.339	##
36144	पंचवर्षीय	ADJECTIVE	1	पाँच वर्ष का या पाँच वर्ष से संबंधित 	present	0.372	##
5948	स्तर	NOUN	4	रेखागणित में वह विस्तार जिसमें लम्बाई-चौड़ाई तो हो पर मोटाई न हो 	present	0.42	##
9644	भुजपात	NOUN	2	एक वृक्ष की छाल जो पवित्र मानी जाती है और पुराने समय में कुछ लिखने के काम भी आती थी 	neutral	0.597	##
39518	समय-साध्य	ADJECTIVE	2	समय पर होने या हो सकने वाला 	neutral	0.997	##
1858	गुप्तद्वार	NOUN	1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है 	neutral	0.997	##
2087	पंचता	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
4381	रिकॉर्ड	NOUN	4	ग्रामोफोन का रिकॉर्ड या वह चक्रिका जिस पर ध्वनि अभिलेखित होता है 	neutral	0.538	##
1192	क्षमा_योग्य	ADJECTIVE	1	जो क्षमा किए जाने के योग्य हो 	future	0.358	##
2901	शिगूफा	NOUN	2	पौधों में वह अंग जो गोल या लंबी पंखुड़ियों का बना होता है और जिसमें फल उत्पन्न करने की शक्ति होती है 	neutral	0.997	##
1331	अनियतात्मा	ADJECTIVE	2	जिसका मन या आत्म वश में न हो 	present	0.407	##
3888	उष्म	NOUN	1	वह प्राकृतिक, विद्युत या अग्नि से उत्पन्न होने वाली शक्ति जिसके प्रभाव से चीज़ें गर्म होकर पिघलने या भाप के रूप में हो जाती हैं और जिसका अनुभव गर्मी या जलन के रूप में होता है 	neutral	0.998	##
2108	निर्धारित_समय	NOUN	1	किसी एक नियत समय से दूसरे नियत समय तक का काल 	neutral	0.997	##
2325	नैन	NOUN	1	वह इंद्रिय जिससे प्राणियों को रूप, वर्ण, विस्तार तथा आकार का ज्ञान होता है 	future	0.42	##
2302	नैशनल	ADJECTIVE	2	राष्ट्र का या राष्ट्र से संबंधित 	present	0.384	##
1628	श्रीगेह	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
34769	वित्त-वर्ष	NOUN	1	किसी देश की वित्तीय व्यवस्था की दृष्टि से नियत किया हुआ बारह महीनों का समय या वर्ष 	neutral	0.42	##
865	योनि	NOUN	4	शरीर की वह आंतरिक अमूर्त सत्ता जिसमें भले-बुरे का ठीक और स्पष्ट ज्ञान होता है 	future	0.423	##
19465	अलबेनियाई	ADJECTIVE	2	अल्बानियाई भाषा का या अल्बानियाई भाषा से संबंधित 	present	0.384	##
5268	निर्वाचन	NOUN	1	किसी काम के लिए बहुतों में से एक या कुछ को प्रतिनिधि के रूप में चुनने की क्रिया 	neutral	0.743	##
1628	शतपत्र	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
1551	लसिका_तंत्र	NOUN	1	शारीरिक ऊतकों और अंगों के बीच की जगह और वाहिकाओं का वह अंतः संबंध तंत्र जिसके द्वारा शरीर में लसिका का परिचालन होता है 	neutral	0.395	##
565	जरिया	NOUN	1	वह जिसके द्वारा या जिसकी सहायता से कोई कार्य आदि सिद्ध होता है 	neutral	0.395	##
14214	नैपाली	ADJECTIVE	1	नेपाल देश का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
30247	खमीरी	ADJECTIVE	1	खमीर का या खमीर से संबंधित 	present	0.384	##
7024	फागुन	NOUN	1	माघ के बाद और चैत्र के पहले का हिंदी महीना जो अंग्रेजी महीने के फरवरी और मार्च के बीच में आता है 	past	0.418	##
32316	अषाढ़ी	ADJECTIVE	1	आषाढ़ का या आषाढ़ मास से संबंधित 	present	0.384	##
11211	नाता	NOUN	1	मनुष्यों का वह पारस्परिक संबंध जो एक ही कुल में जन्म लेने अथवा विवाह आदि करने से होता है 	neutral	0.997	##
2325	नयन	NOUN	1	वह इंद्रिय जिससे प्राणियों को रूप, वर्ण, विस्तार तथा आकार का ज्ञान होता है 	future	0.42	##
3508	अंग_संबंधी	ADJECTIVE	1	जो अंग से संबंधित हो 	present	0.397	##
2771	घोष	NOUN	3	किसी विशेष सिद्धांत, पक्ष या दल आदि का वह घोष जो लोगों को अपनी ओर आकृष्ट करने के लिए होता है 	neutral	0.997	##
44	अपूजा	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
3499	परमेष्ठिनी	NOUN	2	मांसल चिकनी पत्तियोंवाला एक क्षुप जो औषध के रूप में प्रयुक्त होता है 	neutral	0.997	##
3921	अर्कदिन	NOUN	1	शनिवार के बाद का और सोमवार से पहले का दिन 	past	0.372	##
8164	सायं	NOUN	1	वह समय जब दिन का अंत और रात का आरंभ होने को होता है 	neutral	0.997	##
37980	इलेक्ट्रिकल_शन्ट	NOUN	1	किसी अन्य उपकरण के समानान्तर लगा हुआ, कम प्रतिरोध क्षमता वाला विद्युत चालक यंत्र (कन्डक्टर) जो विद्युत धारा के कुछ अंश को अपने में से होकर जाने देने के लिए होता है 	neutral	0.997	##
3856	खिल्ली	NOUN	2	पान का वह रूप जो कत्था, चूना लगाकर उसे लपेटने या तह करने पर होता है 	neutral	0.997	##
226	शुक्र	NOUN	9	बृहस्पतिवार के बाद और शनिवार के पहले का दिन 	past	0.365	##
1119	सामयिक	ADJECTIVE	3	जो वर्तमान काल से संबंधित हो या वर्तमान काल का 	future	0.346	##
447	खड़ा	ADJECTIVE	7	जो अपने पैरों के सहारे सीधा ऊपर उठा हो या जो झुका, बैठा या लेटा न हो (जीव या पशु-पक्षी) 	present	0.345	##
2165	मोह	NOUN	3	स्त्री और पुरुष जाति के प्राणियों के बीच का पारस्परिक स्नेह जो बहुधा रूप, गुण, सान्निध्य या कामवासना के कारण होता है 	neutral	0.997	##
8034	कारोबारी	ADJECTIVE	1	व्यापार का या व्यापार से संबंधित 	present	0.386	##
19766	बेलिजियन	ADJECTIVE	1	बेलिज़ का या बेलिज़ से संबंधित 	present	0.384	##
565	जरीया	NOUN	1	वह जिसके द्वारा या जिसकी सहायता से कोई कार्य आदि सिद्ध होता है 	neutral	0.395	##
8482	मगसिर	NOUN	1	कार्तिक के बाद और पौष के पहले का महीना जो अंग्रेजी महीने के नवम्बर और दिसम्बर के बीच में आता है 	past	0.423	##
18430	सस्ती	NOUN	2	वह समय जब वस्तुएँ सस्ते में मिलें 	neutral	0.997	##
982	फुसफुस	NOUN	2	वह बात जो कान के पास धीरे से कही जाए 	future	0.319	##
2347	दुर्गम	ADJECTIVE	1	जो गम्य न हो या जो जाने योग्य न हो 	present	0.342	##
4569	निमेष	NOUN	1	काल या समय का सबसे छोटा मान 	future	0.368	##
28644	मुग़लिया	ADJECTIVE	1	मुगलों का या मुगलों से संबंधित 	present	0.384	##
4569	निमेख	NOUN	1	काल या समय का सबसे छोटा मान 	future	0.368	##
1348	अभिलषित	ADJECTIVE	1	जिसकी इच्छा की गई हो 	present	0.376	##
609	पौष्कर	NOUN	1	कमल का मूल जो पतले लम्बे डंठल के रूप में होता है 	neutral	0.997	##
4569	निमिष	NOUN	1	काल या समय का सबसे छोटा मान 	future	0.368	##
6762	उत्तरफाल्गुनी_नक्षत्र	NOUN	1	वह समय जब चंद्रमा उत्तरा-फाल्गुनी नक्षत्र में होता है 	neutral	0.997	##
9035	श्वेतपुष्पा	NOUN	3	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
38499	पंदरहवीं	NOUN	1	चौदहवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि पंद्रह की क्रमसूचक संख्या होती है 	past	0.323	##
38499	पंदरहवाँ	NOUN	1	चौदहवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि पंद्रह की क्रमसूचक संख्या होती है 	past	0.323	##
16453	पित्तविदग्ध-दृष्टि_रोग	NOUN	1	एक नेत्र रोग जो दूषित पित्त के दृष्टिस्थान में आ जाने के कारण होता है 	neutral	0.997	##
1073	बाहुमूल	NOUN	2	कंधे और बाँह के बीच का जोड़ 	neutral	0.997	##
44	परीभाव	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
5537	सवेरे	ADVERB	2	अपेक्षित समय से पहले 	past	0.368	##
32178	अश्वस्तन	ADJECTIVE	1	केवल एक दिन से संबंध रखनेवाला या वर्तमान दिवस संबंधी 	neutral	0.403	##
758	स्फटा	NOUN	1	कुछ साँपों के सिर का वह रूप जिसमें सिर फैलकर पत्ते के आकार का हो जाता हैं 	present	0.356	##
9575	वंशलोचन	NOUN	1	बाँस का सारभाग जो उसके जल जाने के बाद सफ़ेद टुकड़ों में पाया जाता है 	past	0.33	##
1298	धँधोर	NOUN	2	हिंदुओं का एक त्योहार जो होली के जलने के दूसरे दिन चैत बदी प्रथमा को होता है और जिसमें सवेरे के समय लोग एक दूसरे पर कीचड़, धूल आदि और संध्या को अबीर, गुलाल आदि डालते हैं 	neutral	0.998	##
26645	कूट-शब्द	NOUN	1	वह गुप्त शब्द जो किसी विशेष व्यक्ति, दल आदि को पता होता है और जिसकी सहायता से वह किसी कार्य आदि को कर पाता है 	neutral	0.997	##
27762	सेकेंडरी_क्वाइल	NOUN	1	* वह कॉइल जिसमें धारा प्राथमिक कॉइल से होकर पहुँचती है या प्राथमिक कॉइल में धारा जाने के बाद जिस कॉइल में पहुँचती है 	past	0.323	##
10347	भवितव्यता	NOUN	1	अवश्य होने या होकर रहनेवाली बात या घटना 	future	0.398	##
38396	आखिरी_समय	NOUN	1	विनाश या बंद होने का समय 	neutral	0.997	##
2860	हादसा	NOUN	1	ऐसी आकस्मिक बात या घटना जिसमें कष्ट या शोक हो 	future	0.39	##
8133	जैपनीस	ADJECTIVE	1	जापान का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
13379	आल्हा	NOUN	1	महोबा का एक वीर जो पृथ्वीराज के समय में था 	neutral	0.756	##
27777	लालपंखी_चातक	NOUN	1	एक प्रकार का चातक जो आकार में कौवे से बड़ा होता है और जिसके शरीर का ऊपरी भाग काला होता है 	neutral	0.997	##
1399	यवानी	NOUN	2	एक तरह का सुगंधित बीज जो दवा और मसाले के रूप में प्रयुक्त होता है 	neutral	0.997	##
8164	साँझ	NOUN	1	वह समय जब दिन का अंत और रात का आरंभ होने को होता है 	neutral	0.997	##
7779	यौगिक	ADJECTIVE	2	जो योग से संबंधित हो 	present	0.397	##
35295	सहमति-पत्र	NOUN	1	दो या दो से अधिक पार्टियों के बीच के द्विपक्षीय या बहुपक्षीय समझौतों का विवरण प्रस्तुत करने वाला दस्तावेज़ जिसमें कोई काम साथ मिलकर करने के लिए सहमति होती है और जिस पर सहमति देनेवालों का हस्ताक्षर भी होता है 	neutral	0.997	##
35075	यथास्थिति	NOUN	1	किसी बात या विषय की वह स्थिति जो किसी विशिष्ट समय में रही हो अथवा प्रस्तुत समय में हो 	present	0.375	##
27346	अधोवाचक	NOUN	1	वह शब्द जो किसी दिए गए शब्द के संबंध की दृष्टि से कम व्यापक या संकीर्ण हो 	neutral	0.463	##
9010	ताम्रपत्रक	NOUN	1	तांबे की चादर का टुकड़ा जिस पर प्राचीन काल में अक्षर खुदवा कर दान पत्र आदि लिखते थे 	present	0.356	##
16483	पौर	NOUN	1	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
1965	दिनमान	NOUN	1	सूर्य निकलने से उसके अस्त होने तक का समय 	neutral	0.997	##
934	प्रारम्भिक	ADJECTIVE	1	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का 	future	0.399	##
27762	सेकेंडरी_क्वायल	NOUN	1	* वह कॉइल जिसमें धारा प्राथमिक कॉइल से होकर पहुँचती है या प्राथमिक कॉइल में धारा जाने के बाद जिस कॉइल में पहुँचती है 	past	0.323	##
3713	अनागत	ADJECTIVE	3	भविष्य काल का या भविष्य काल में होनेवाला 	future	0.354	##
7275	विद्युत्	NOUN	1	आकाश में सहसा क्षण भर के लिए दिखाई देने वाला वह प्रकाश जो बादलों में वातावरण की विद्युत शक्ति के संचार के कारण होता है 	neutral	0.997	##
61	उच्छृङ्खल	ADJECTIVE	2	जो क्रम में न हो 	present	0.407	##
1551	लसिकातंत्र	NOUN	1	शारीरिक ऊतकों और अंगों के बीच की जगह और वाहिकाओं का वह अंतः संबंध तंत्र जिसके द्वारा शरीर में लसिका का परिचालन होता है 	neutral	0.395	##
33504	महासागरी	ADJECTIVE	1	महासागर का या महासागर से संबंधित 	present	0.384	##
27880	कूटनैतिक	ADJECTIVE	1	कूटनीति का या कूटनीति से संबंधित 	present	0.384	##
19526	एस्टोनियाई	ADJECTIVE	1	स्टोनिया का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
29088	फाफर	NOUN	1	एक पौधा जिसके बीजों का आटा फलाहार के रूप में उपयोग होता है 	neutral	0.997	##
1399	तीव्रगंधा	NOUN	2	एक तरह का सुगंधित बीज जो दवा और मसाले के रूप में प्रयुक्त होता है 	neutral	0.997	##
6914	अस्विनी	NOUN	1	वह समय जब चन्द्रमा अश्विनी नक्षत्र में होता है 	neutral	0.997	##
32094	मूत्रासाद	NOUN	1	एक प्रकार का मूत्राघात या मूत्र या पेशाब बंद होने का रोग 	neutral	0.997	##
6202	ढेंपी	NOUN	1	पत्ते या फल का वह भाग जो गोल छेद या मुँह के आकार का होता है तथा जहाँ से वह टहनी या आधार से जुड़ा रहता है 	neutral	0.997	##
12079	करायल	NOUN	1	काले रंग का एक बीज जो मसाले के रूप में प्रयुक्त होता है 	neutral	0.997	##
22556	अफला	NOUN	1	एक प्रकार का पौधा जिसका औषध के रूप में प्रयोग होता है 	neutral	0.997	##
1628	पिण्डपुष्प	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
863	आकूति	NOUN	3	वह संकल्पना जो किसी शब्द, पद या वाक्य आदि से निकलता है और जिसका बोध कराने के लिए वह शब्द या पद लोक में प्रचलित होता है 	neutral	0.478	##
6202	ढेंठी	NOUN	1	पत्ते या फल का वह भाग जो गोल छेद या मुँह के आकार का होता है तथा जहाँ से वह टहनी या आधार से जुड़ा रहता है 	neutral	0.997	##
38486	11वाँ	NOUN	1	दसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि ग्यारह की क्रमसूचक संख्या होती है 	past	0.323	##
610	काण्ड	NOUN	3	ग्रंथ का वह विभाग जिसमें कोई पूरा विषय होता है 	neutral	0.997	##
38486	11वीं	NOUN	1	दसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि ग्यारह की क्रमसूचक संख्या होती है 	past	0.323	##
5544	जवानी	NOUN	2	वह समय जब कोई जवान हो 	neutral	0.997	##
1958	अँकोर	NOUN	2	शरीर का वह भाग जो पेट और गरदन के बीच स्थित होता है 	neutral	0.997	##
1958	अँकौर	NOUN	2	शरीर का वह भाग जो पेट और गरदन के बीच स्थित होता है 	neutral	0.997	##
1958	अँकोर	NOUN	1	बैठे हुए व्यक्ति के सामने की कमर और घुटनों के बीच का भाग जिसमें बच्चे आदि को लिया जाता है और अधिकतर अपने पेट, सीने आदि से सटाया जाता है 	neutral	0.998	##
19520	डेनमार्की	ADJECTIVE	1	डेनमार्क का या डेनमार्क से संबंधित 	present	0.384	##
1958	अँकौर	NOUN	1	बैठे हुए व्यक्ति के सामने की कमर और घुटनों के बीच का भाग जिसमें बच्चे आदि को लिया जाता है और अधिकतर अपने पेट, सीने आदि से सटाया जाता है 	neutral	0.998	##
1565	सत्य	NOUN	1	वह जो न्यायसंगत, उचित और धर्म से संबंधित हो 	present	0.386	##
1565	सत्त	NOUN	1	वह जो न्यायसंगत, उचित और धर्म से संबंधित हो 	present	0.386	##
38497	१३वीं	NOUN	1	बारहवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि तेरह की क्रमसूचक संख्या होती है 	past	0.323	##
878	अर्सा	NOUN	2	बहुत अधिक समय 	neutral	0.931	##
6941	कृतिका_नक्षत्र	NOUN	1	वह समय जब चंद्रमा कृत्तिका नक्षत्र में होता है 	neutral	0.997	##
38497	१३वाँ	NOUN	1	बारहवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि तेरह की क्रमसूचक संख्या होती है 	past	0.323	##
1628	रवीन्द	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
6914	अश्विनी_नक्षत्र	NOUN	1	वह समय जब चन्द्रमा अश्विनी नक्षत्र में होता है 	neutral	0.997	##
604	उत्तमांग	NOUN	2	शरीर का वह भाग जिसके अंदर मस्तिष्क होता है 	neutral	0.997	##
1071	सामाजिक_संरचना	NOUN	1	वह व्यवस्था जो समाज से संबंधित हो 	present	0.392	##
5409	कर्नाटकी	ADJECTIVE	2	कर्नाटक का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
6084	याम्या	NOUN	2	वह समय जब चंद्रमा भरणी नक्षत्र में होता है 	neutral	0.997	##
38486	ग्यारहवाँ	NOUN	1	दसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि ग्यारह की क्रमसूचक संख्या होती है 	past	0.323	##
26726	नौ-सैन्य	ADJECTIVE	1	नौ सेना का या नौ सेना से संबंधित 	present	0.384	##
32622	सेंक	NOUN	1	दर्द आदि से छुटकारा पाने के लिए शरीर के किसी भाग को सेंकने की क्रिया 	neutral	0.38	##
24355	रतन-जोत	NOUN	1	एक पौधा जिसका उपयोग औषध के रूप में होता है 	neutral	0.998	##
1628	कुन्द	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
38486	ग्यारहवीं	NOUN	1	दसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि ग्यारह की क्रमसूचक संख्या होती है 	past	0.323	##
2040	अनियोजित	ADJECTIVE	1	जो क्रम में न हो 	present	0.407	##
565	जरिआ	NOUN	1	वह जिसके द्वारा या जिसकी सहायता से कोई कार्य आदि सिद्ध होता है 	neutral	0.395	##
8656	दुर्दिन	NOUN	1	वह दिन या समय जिसमें कष्ट देनेवाली घटनाएँ हों 	present	0.339	##
565	जरीआ	NOUN	1	वह जिसके द्वारा या जिसकी सहायता से कोई कार्य आदि सिद्ध होता है 	neutral	0.395	##
1965	दिवस	NOUN	4	एक सूर्योदय से लेकर दूसरे सूर्योदय तक का समय जो चौबीस घंटे का माना जाता है 	neutral	0.997	##
6243	शाण्डिलू	NOUN	1	एक कँटीला वृक्ष जिसके फल का छिलका बहुत ही कड़ा और चिकना होता है 	neutral	0.729	##
35742	फास्ट_ट्रैक_कोर्ट	NOUN	1	वह न्यायालय जो मामलों की सुनवाई करके बहुत जल्द या बहुत कम समय में निर्णय सुना देता है 	neutral	0.997	##
1633	मेहर	NOUN	2	मुसलमानों में वह धन-सम्पत्ति जो विवाह के समय वर पक्ष से वधू को मिलता है 	neutral	0.424	##
3109	दर्रा	NOUN	3	दो पर्वतों के बीच का सँकरा रास्ता 	neutral	0.997	##
29788	स्यामी_जोड़ला	NOUN	1	एक जैसे उन जुड़वे बच्चों में से एक जिनके शरीर का कोई अंग जन्म से ही जुड़ा होता है 	neutral	0.449	##
7019	फन्दा	NOUN	4	इस तरह की गई व्यवस्था या परिस्थिति जिसमें फँसने के बाद छुटकारा नहीं होता है 	past	0.316	##
30823	रूढ़	NOUN	1	व्याकरण तथा भाषा-विज्ञान में वह शब्द जो यौगिक से भिन्न किसी और अर्थ में प्रयुक्त होता हो 	neutral	0.638	##
39387	काँस्य_युग	NOUN	1	पुरातत्त्व में पाषाण तथा लौह युग के बीच का प्रागैतिहासिक काल जिसमें काँसे का उत्पादन एवं उससे बने उपकरणों और हथियारों का उपयोग होता था 	neutral	0.997	##
2784	इहकाल	NOUN	2	जन्म से मृत्यु तक का समय जिसकी गणना दिनों, महीनों, वर्षों आदि में होती है 	neutral	0.997	##
